board;x_value_1;x_value_2;x_value_3;x_value_4;x_value_5;x_value_6;x_value_7;x_value_8;x_value_9;o_value_1;o_value_2;o_value_3;o_value_4;o_value_5;o_value_6;o_value_7;o_value_8;o_value_9
[0, 1, -1, 1, 0, 0, 0, -1, 0];0.671729072;0;0;0;0.598087632;-0.088116899;0.536396522;0;0.625936769;0.132707426;0;0;0;0.329636905;0.252080877;0.530237929;0;0.302897754
[0, 1, -1, -1, 0, 0, 0, 1, 0];0.077577215;0;0;0;1;0.547809464;0.686868981;0;0.422250131;-0.219297452;0;0;0;0.999348266;0.432758936;0.500419736;0;0.24400182
[0, -1, 1, 1, 0, 0, 0, -1, 0];-0.222793437;0;0;0;0.953771548;0.372518028;0.331656556;0;0.75987669;-0.532038713;0;0;0;0.898968492;-0.192822853;0.07325674;0;-0.022996994
[0, -1, 1, -1, 0, 0, 0, 1, 0];0.234906668;0;0;0;0.537847757;0.748039666;0.911372996;0;0.631893018;0.999139527;0;0;0;1.000541303;1.002385544;1.001905094;0;1.006069944
[0, -1, -1, 1, 0, 0, 0, 1, 0];0.811485908;0;0;0;-0.227033592;0.182069586;0.520288588;0;-0.043417583;0.543044083;0;0;0;-0.269478692;-0.248004623;-0.147492155;0;-0.371268759
[0, 1, 1, -1, 0, 0, -1, 0, 0];1;0;0;0;0.282710142;-0.293706116;0;-0.114225331;-0.133501311;0.999939415;0;0;0;-0.140150322;-0.133795415;0;-0.256581374;-0.044242051
[0, 1, -1, 1, 0, 0, -1, 0, 0];-0.861965518;0;0;0;0.745694773;-0.099290005;0;-0.527329799;-0.145955496;-0.759303829;0;0;0;0.617009206;-0.345933671;0;-0.312475835;-0.060451418
[0, 1, -1, -1, 0, 0, 1, 0, 0];-0.210944626;0;0;0;0.64786527;0.566630961;0;0.189258712;0.756718257;-0.232009715;0;0;0;0.394575788;0.333080314;0;0.351294341;0.583274954
[0, -1, 1, 1, 0, 0, -1, 0, 0];0.108730345;0;0;0;0.535490536;0.42925742;0;0.436179611;0.533870775;-0.190732664;0;0;0;0.470792352;0.486821497;0;0.358008656;0.538726126
[0, -1, 1, -1, 0, 0, 1, 0, 0];0.842332348;0;0;0;1;0.922679027;0;0.832346703;0.312147217;0.991656706;0;0;0;1;1.002189787;0;1.001905122;1.001573218
[0, -1, -1, 1, 0, 0, 1, 0, 0];1;0;0;0;0.10562324;0.032992719;0;0.529575887;0.194118759;0.999880475;0;0;0;-0.084280593;-0.161508415;0;-0.174021128;-0.158112674
[0, 1, 1, -1, 0, -1, 0, 0, 0];1;0;0;0;1.071718011;0;-0.061631592;-0.461364106;0.327086132;0.99977956;0;0;0;0.859290655;0;0.041458705;-0.057122013;-0.323561612
[0, 1, -1, 1, 0, -1, 0, 0, 0];0.300026929;0;0;0;0.243905532;0;-0.108150731;-0.395473141;0.668313243;-0.294139757;0;0;0;-0.062697082;0;-0.065700174;-0.315501903;0.547894567
[0, 1, -1, -1, 0, 1, 0, 0, 0];0.304416504;0;0;0;0.477897631;0;0.159764503;0.354690798;0.077864847;0.036889624;0;0;0;0.514761112;0;0.355095172;0.319055587;-0.129658638
[0, -1, 1, 1, 0, -1, 0, 0, 0];0.587864122;0;0;0;0.98305704;0;1.11102142;0.500847356;0.132216718;1.002681112;0;0;0;1.003569733;0;1.00607902;0.999999957;1.000799122
[0, -1, 1, -1, 0, 1, 0, 0, 0];0.681333665;0;0;0;0.966921865;0;1.062198617;0.285216925;1;0.475261732;0;0;0;0.711431596;0;0.692081729;0.592533209;0.999741526
[0, -1, -1, 1, 0, 1, 0, 0, 0];0.655201121;0;0;0;1;0;0.220095786;0.326898411;-0.19834106;0.690389158;0;0;0;0.999402552;0;-0.149394858;-0.296792461;-0.579403791
[0, 1, 1, -1, -1, 0, 0, 0, 0];1;0;0;0;0;0.67782588;-0.61613807;-0.552071083;0.015364601;0.999768673;0;0;0;0;0.408974103;-0.456102265;-0.583654319;-0.238259596
[0, 1, -1, 1, -1, 0, 0, 0, 0];-0.228826383;0;0;0;0;-0.513166336;0.133892277;-0.43272752;-0.107813538;-0.38383714;0;0;0;0;-0.607441188;0.269354498;-0.771670261;-0.322806449
[0, 1, -1, -1, 1, 0, 0, 0, 0];0.629229983;0;0;0;0;0.576064139;0.585626544;1;0.140685313;0.623725724;0;0;0;0;0.457238013;0.492674963;0.99992331;0.758923001
[0, -1, 1, 1, -1, 0, 0, 0, 0];-0.73670605;0;0;0;0;-0.382736072;0.267038939;0.648668754;0.544262417;-1.2;0;0;0;0;-1.2;-1.2;-0.827627522;-1.2
[0, -1, 1, -1, 1, 0, 0, 0, 0];0.946412721;0;0;0;0;0.761571105;1;0.896976339;1.006213279;0.926196733;0;0;0;0;0.701785784;0.999839849;0.582332458;0.898233224
[0, -1, -1, 1, 1, 0, 0, 0, 0];1.084651416;0;0;0;0;1;-0.138152726;0.033609353;-0.085794769;0.860176364;0;0;0;0;0.999801645;-0.006320694;-0.316851087;0.021572266
[1, 0, 0, 0, 0, 0, 1, -1, -1];0;0.971402142;0.512750055;1;0.923419464;0.551048142;0;0;0;0;0.660860653;0.898678246;0.999750643;0.680298101;0.742129476;0;0;0
[1, 0, 0, 0, 0, 0, -1, 1, -1];0;0.269287842;0.553000753;0.28406127;0.662070249;0.372510337;0;0;0;0;0.57899935;0.492359895;-0.022152882;0.528956229;0.283148359;0;0;0
[1, 0, 0, 0, 0, 0, -1, -1, 1];0;0.524291275;0.890660224;0.374612666;1;1.054091939;0;0;0;0;0.756069196;0.929193502;0.316091426;0.997350753;0.512200883;0;0;0
[-1, 0, 0, 0, 0, 0, 1, 1, -1];0;-0.658691908;0.349463508;-0.343237698;-0.282889151;-0.602004633;0;0;0;0;-0.284877364;-0.065988725;-0.793102436;0.511640242;-0.477060557;0;0;0
[-1, 0, 0, 0, 0, 0, 1, -1, 1];0;0.325592668;1.018009507;-0.226953786;0.584321436;0.219303722;0;0;0;0;0.362323277;0.632186143;-0.208982231;0.244371804;0.056245544;0;0;0
[-1, 0, 0, 0, 0, 0, -1, 1, 1];0;-0.312267858;-0.374092818;-0.072907532;-0.537675734;-0.550513195;0;0;0;0;-0.474981015;-0.401814654;-0.127394926;-0.460837437;-0.729252414;0;0;0
[1, 0, 0, 0, 0, 1, 0, -1, -1];0;0.280336879;-0.490697199;0.041218105;-0.074453638;0;0.871129563;0;0;0;-0.003074864;-0.234093113;-0.261626574;-0.119890099;0;0.738682887;0;0
[1, 0, 0, 0, 0, -1, 0, 1, -1];0;0.08509739;0.752378365;0.694664121;0.170963244;0;-0.401521138;0;0;0;-0.020766703;0.688213051;-0.147406396;-0.020339987;0;-0.321173983;0;0
[1, 0, 0, 0, 0, -1, 0, -1, 1];0;1.024576459;0.260774864;1.07858474;1;0;0.568189874;0;0;0;1.006157615;0.997966531;1.006091344;1;0;0.998869837;0;0
[-1, 0, 0, 0, 0, 1, 0, 1, -1];0;0.072874598;0.22115625;-0.130367377;0.816082467;0;-0.177042643;0;0;0;-0.237837464;-0.565992918;-0.254409559;0.642208525;0;-0.44417753;0;0
[-1, 0, 0, 0, 0, 1, 0, -1, 1];0;0.424209038;1;0.555854294;0.734580635;0;0.681316919;0;0;0;0.533156334;0.999876939;0.437929069;0.607582797;0;0.03900598;0;0
[-1, 0, 0, 0, 0, -1, 0, 1, 1];0;0.581510788;0.585627276;0.464318808;0.876485385;0;1;0;0;0;0.41592852;0.09865204;0.508605346;0.538837701;0;0.999763779;0;0
[1, 0, 0, 0, 0, 1, -1, 0, -1];0;-0.007593886;-0.352020433;-0.337372362;0.015263907;0;0;0.547226819;0;0;-0.289079778;-0.120826698;-0.384194586;-0.122990876;0;0;0.268987159;0
[1, 0, 0, 0, 0, -1, 1, 0, -1];0;-0.106602479;1.052832363;1;0.276988859;0;0;-0.149032706;0;0;-0.083306076;0.902557423;0.999520012;0.014964564;0;0;-0.288030349;0
[1, 0, 0, 0, 0, -1, -1, 0, 1];0;0.942411299;1.057388195;0.546709718;1;0;0;0.39608694;0;0;0.519111599;0.615720988;0.532443568;0.997489471;0;0;0.040850414;0
[-1, 0, 0, 0, 0, 1, 1, 0, -1];0;0.351590735;-0.184699329;-0.514427918;0.963395247;0;0;0.194744028;0;0;-0.135221604;-0.060383783;-0.439244441;0.85928405;0;0;-0.385358481;0
[-1, 0, 0, 0, 0, 1, -1, 0, 1];0;-0.353918145;1;0.563221564;-0.274802455;0;0;-0.487341035;0;0;-0.345014756;0.999862812;0.486597063;-0.074924706;0;0;-0.615953038;0
[-1, 0, 0, 0, 0, -1, 1, 0, 1];0;0.594185741;0.845211734;0.696536119;0.979093883;0;0;1;0;0;0.531931603;0.609486183;0.593265606;0.636498981;0;0;0.999563675;0
[1, 0, 0, 0, 0, 1, -1, -1, 0];0;-0.33456587;-0.564434264;-0.665721762;0.567811396;0;0;0;0.729492334;0;-0.313946819;-0.073236412;-0.683014324;-0.132025077;0;0;0;0.38192278
[1, 0, 0, 0, 0, -1, 1, -1, 0];0;0.55139839;0.566838167;1;0.948718089;0;0;0;0.579987305;0;0.7596693;0.644305831;0.99970446;0.91756647;0;0;0;0.449494391
[1, 0, 0, 0, 0, -1, -1, 1, 0];0;0.568729373;0.719139723;-0.059624376;0.907237993;0;0;0;0.558481749;0;0.262090806;0.46459812;-0.130508821;0.708568786;0;0;0;0.030415166
[-1, 0, 0, 0, 0, 1, 1, -1, 0];0;0.554878229;0.383769689;0.046946482;0.767799159;0;0;0;0.494012061;0;0.23486374;0.529586098;-0.228760156;0.62835578;0;0;0;0.103202271
[-1, 0, 0, 0, 0, 1, -1, 1, 0];0;0.090646371;-0.166306053;0.329891838;-0.169045059;0;0;0;-0.363724086;0;-0.580769443;-0.397582257;-0.007797596;-0.073651533;0;0;0;-0.594842877
[-1, 0, 0, 0, 0, -1, 1, 1, 0];0;0.873751517;0.772630025;0.398726945;0.787976036;0;0;0;1;0;0.280191334;0.453803632;0.145313191;0.700194529;0;0;0;0.999470349
[1, 0, 0, 0, 1, 0, 0, -1, -1];0;-0.041116514;-5.83E-04;0.510169353;0;0.403474775;0.80773591;0;0;0;-0.481611017;0.001615742;-0.163635686;0;-0.263153129;0.599212947;0;0
[1, 0, 0, 0, -1, 0, 0, 1, -1];0;0.367646778;0.313152281;0.391384153;0;0.296820713;-0.269803195;0;0;0;-0.045366078;0.530837101;0.15747514;0;0.18367596;0.178260507;0;0
[1, 0, 0, 0, -1, 0, 0, -1, 1];0;0.411150113;-0.007507955;-0.00315087;0;0.135830884;-0.326203467;0;0;0;0.140071514;-0.174712838;-0.256250486;0;-0.402116181;-0.369387985;0;0
[-1, 0, 0, 0, 1, 0, 0, 1, -1];0;1;1.022296326;0.999784071;0;0.431613727;0.39643054;0;0;0;0.999692652;0.873602641;0.689971658;0;0.730465337;0.464032567;0;0
[-1, 0, 0, 0, 1, 0, 0, -1, 1];0;0.129948217;0.871329039;0.296094321;0;0.403809487;0.376867857;0;0;0;0.099267239;0.746172373;0.554523927;0;0.496900427;0.290660879;0;0
[-1, 0, 0, 0, -1, 0, 0, 1, 1];0;-0.214210763;0.257201369;0.12318914;0;0.244192081;1;0;0;0;-0.109300683;0.58642017;0.341666059;0;0.273103121;0.998857541;0;0
[1, 0, 0, 0, 1, 0, -1, 0, -1];0;-0.166136386;-0.494601535;-0.532717118;0;0.237453341;0;0.497179086;0;0;-0.068691482;-0.286992385;-0.511757114;0;-0.045981316;0;0.450114645;0
[1, 0, 0, 0, -1, 0, 1, 0, -1];0;0.796218203;0.280346378;1;0;0.559154658;0;0.12653951;0;0;0.503336776;0.566031837;0.9996773;0;0.598004598;0;0.158335738;0
[1, 0, 0, 0, -1, 0, -1, 0, 1];0;0.005265543;0.50446736;-0.397586683;0;0.232157045;0;-0.443402721;0;0;-0.419811978;0.588206666;-0.681245355;0;-0.323335644;0;-0.557449438;0
[-1, 0, 0, 0, 1, 0, 1, 0, -1];0;1.081798012;1;0.560889193;0;1.1101171;0;0.768111402;0;0;0.927614755;0.99917079;0.532737159;0;0.89561884;0;0.418112014;0
[-1, 0, 0, 0, 1, 0, -1, 0, 1];0;0.236333221;-0.239729935;0.22473823;0;-0.052797455;0;-0.063520273;0;0;0.045998467;-0.282530828;0.4938971;0;-0.068178533;0;-0.460574721;0
[-1, 0, 0, 0, -1, 0, 1, 0, 1];0;0.066952942;0.969639683;0.404350537;0;0.915723063;0;1;0;0;0.597653687;0.499980743;0.130606175;0;0.509216022;0;0.999383491;0
[1, 0, 0, 0, 1, 0, -1, -1, 0];0;0.166869898;0.218446156;0.053702638;0;0.660328873;0;0;1;0;0.198612616;0.131060662;0.007177745;0;0.101233929;0;0;0.999620203
[1, 0, 0, 0, -1, 0, 1, -1, 0];0;0.972502485;-0.073721244;1;0;-0.055975029;0;0;-0.275868969;0;0.655809654;-0.160638627;0.999687792;0;-0.191265918;0;0;-0.390064375
[1, 0, 0, 0, -1, 0, -1, 1, 0];0;0.19341839;0.795830791;-0.629628839;0;-0.265917542;0;0;-0.290737256;0;-1.009998984;0.019120561;-1.009999048;0;-1.009998159;0;0;-1.009999389
[-1, 0, 0, 0, 1, 0, 1, -1, 0];0;1.027946663;1;0.443233538;0;0.482799203;0;0;0.312918369;0;0.668624179;0.999868029;0.735682786;0;0.683098908;0;0;0.310594221
[-1, 0, 0, 0, 1, 0, -1, 1, 0];0;1;0.599936037;0.827482435;0;0.079831709;0;0;-0.515991207;0;0.999657261;-0.005309087;0.712376227;0;-0.143655527;0;0;-0.430247303
[-1, 0, 0, 0, -1, 0, 1, 1, 0];0;-0.20518758;-0.284883346;0.06707609;0;-0.150202306;0;0;1;0;-0.310477119;-0.231050438;-0.388934505;0;-0.210017912;0;0;0.999644969
[1, 0, 0, 0, 1, -1, 0, 0, -1];0;0.325441361;0.74329113;-0.141490448;0;0;0.117478311;-0.551643613;0;0;-0.072841497;0.684639075;-0.446570993;0;0;0.021704534;0.034641794;0
[1, 0, 0, 0, -1, 1, 0, 0, -1];0;0.590286324;-0.047991355;0.174957074;0;0;0.67405134;0.353421718;0;0;0.301669318;0.141868509;-0.080508437;0;0;0.549545627;0.139787427;0
[1, 0, 0, 0, -1, -1, 0, 0, 1];0;-0.379744152;-0.105360438;0.338763389;0;0;0.19244878;-0.313096361;0;0;-0.338346254;-0.417670766;0.336114956;0;0;-0.092363245;-0.256607762;0
[-1, 0, 0, 0, 1, 1, 0, 0, -1];0;0.567588188;0.376611631;1;0;0;1.068914789;0.83276211;0;0;0.622123692;0.45328837;0.999759232;0;0;0.838340694;0.679116597;0
[-1, 0, 0, 0, 1, -1, 0, 0, 1];0;0.382240504;0.441009259;0.176678267;0;0;0.942806645;0.767174656;0;0;0.566757524;0.244444818;0.047795083;0;0;0.638166608;0.486727193;0
[-1, 0, 0, 0, -1, 1, 0, 0, 1];0;0.429796844;1;-0.047091332;0;0;0.417436764;0.379727083;0;0;0.385969909;0.999378571;-0.194735319;0;0;0.476484882;0.264485138;0
[1, 0, 0, 0, 1, -1, 0, -1, 0];0;0.201205769;0.855693835;0.712672422;0;0;0.641150197;0;1;0;0.551073986;0.87774098;0.375777574;0;0;0.850349161;0;0.999572852
[1, 0, 0, 0, -1, 1, 0, -1, 0];0;0.551418127;0.157547491;0.085352039;0;0;-0.2663067;0;-0.230846335;0;0.30178686;-0.092240786;-0.700451023;0;0;-0.079269325;0;-0.413122023
[1, 0, 0, 0, -1, -1, 0, 1, 0];0;-0.466044942;0.454501986;0.01185402;0;0;0.137297907;0;-0.388541466;0;-0.624240646;-0.120032923;0.230631851;0;0;-0.148150528;0;-0.512867779
[-1, 0, 0, 0, 1, 1, 0, -1, 0];0;0.67504737;0.902687636;1;0;0;0.623427313;0;0.940783691;0;0.479408443;0.679993037;0.999934738;0;0;0.766744652;0;0.56612534
[-1, 0, 0, 0, 1, -1, 0, 1, 0];0;1;0.901601796;0.783865114;0;0;0.893560373;0;0.426910658;0;0.9999645;0.635900118;0.271695778;0;0;0.680575708;0;0.574221285
[-1, 0, 0, 0, -1, 1, 0, 1, 0];0;-1.017001839;0.289623218;-0.295549378;0;0;-0.307105885;0;0.104612642;0;-1.248;-1.2;-1.248;0;0;-1.2;0;0.316287772
[1, 0, 0, 0, 1, -1, -1, 0, 0];0;0.690366717;0.69605849;0.490096102;0;0;0;0.921187004;1;0;0.734411495;0.64083317;0.161105993;0;0;0;0.662541452;0.999867832
[1, 0, 0, 0, -1, 1, -1, 0, 0];0;-0.504727179;0.623396632;-0.880360002;0;0;0;0.031578437;0.178509067;0;-0.188715055;0.481943679;-0.969667516;0;0;0;-0.155585405;-0.129808933
[1, 0, 0, 0, -1, -1, 1, 0, 0];0;0.185393132;0.183914412;1;0;0;0;0.534621337;-0.049907959;0;-0.191947631;-0.042475557;0.998551043;0;0;0;-0.067732403;-0.149878353
[-1, 0, 0, 0, 1, 1, -1, 0, 0];0;-0.682416291;0.201201992;1;0;0;0;-0.22386765;0.273112559;0;-0.04155357;-0.080943759;0.999635944;0;0;0;-0.10244779;0.037631409
[-1, 0, 0, 0, 1, -1, 1, 0, 0];0;0.712078072;1;0.222259499;0;0;0;0.932548277;0.634859481;0;0.769598012;0.999361177;0.05683714;0;0;0;0.722934549;0.585015808
[-1, 0, 0, 0, -1, 1, 1, 0, 0];0;0.139843956;0.191277371;-0.828123156;0;0;0;0.418342367;0.515028434;0;-1.00999689;-1.009997979;-1.010100957;0;0;0;-1.00999908;0.450627999
[1, 0, 0, 1, 0, 0, 0, -1, -1];0;0.32410877;0.045514657;0;0.35444608;0.370566483;1;0;0;0;-0.149638632;0.09035689;0;-0.162890313;-0.206404881;0.999874476;0;0
[1, 0, 0, -1, 0, 0, 0, 1, -1];0;0.643418226;0.677358326;0;0.809240965;0.620886738;-0.208337131;0;0;0;0.386915762;0.422844232;0;0.517741605;0.361784291;-0.264426376;0;0
[1, 0, 0, -1, 0, 0, 0, -1, 1];0;0.936688502;0.832344269;0;1;0.750979756;-0.240700304;0;0;0;0.716056044;0.605430874;0;0.999773722;0.661592214;0.054339288;0;0
[-1, 0, 0, 1, 0, 0, 0, 1, -1];0;-0.669553638;-0.078074507;0;0.817342406;-0.533309722;-0.622729588;0;0;0;-0.32111072;-0.059842523;0;0.625624913;-0.119509025;-0.695486727;0;0
[-1, 0, 0, 1, 0, 0, 0, -1, 1];0;0.449699842;0.770387077;0;0.596320398;0.928751344;-0.280920605;0;0;0;0.302302203;0.487336396;0;0.495341794;0.615567755;-0.283963096;0;0
[-1, 0, 0, -1, 0, 0, 0, 1, 1];0;-0.380367584;-0.44997472;0;0.16657851;0.080698606;1;0;0;0;-0.124752388;-0.209038899;0;0.014126278;-0.131968194;0.999832235;0;0
[1, 0, 0, 1, 0, 0, -1, 0, -1];0;-0.42448884;0.054433359;0;0.154573863;-0.689865466;0;0.012489186;0;0;-0.666406975;-0.345069953;0;-0.436066521;-0.474813129;0;-0.021565785;0
[1, 0, 0, -1, 0, 0, 1, 0, -1];0;0.311042352;0.91010459;0;0.827021621;0.369766183;0;0.145816929;0;0;0.116699539;0.654285;0;0.201904963;0.323172717;0;-0.262597827;0
[1, 0, 0, -1, 0, 0, -1, 0, 1];0;0.466305453;1.078079658;0;1;0.825364167;0;0.37976372;0;0;0.420243963;0.894947004;0;0.999218627;0.737446263;0;0.198894013;0
[-1, 0, 0, 1, 0, 0, 1, 0, -1];0;-0.30826899;0.206624671;0;0.886597164;-0.227573224;0;-0.321844821;0;0;-0.486381232;-0.122633947;0;0.46772024;-0.404732435;0;-0.793966467;0
[-1, 0, 0, 1, 0, 0, -1, 0, 1];0;0.51851122;0.574718377;0;0.493161169;0.857802117;0;0.166557949;0;0;0.282066888;0.460836628;0;0.560289322;0.470407538;0;-0.05661352;0
[-1, 0, 0, -1, 0, 0, 1, 0, 1];0;0.722918789;0.87701534;0;0.664619607;1.020618874;0;1;0;0;1.006177373;1.006253844;0;0.999993019;1.002489183;0;1;0
[1, 0, 0, 1, 0, 0, -1, -1, 0];0;0.100004921;0.110998144;0;0.478771752;-0.04234462;0;0;0.881334238;0;-0.133822666;-0.313348429;0;0.299942796;-0.670057948;0;0;0.283432785
[1, 0, 0, -1, 0, 0, 1, -1, 0];0;0.828560112;0.343545897;0;1.046510573;0.555626351;0;0;-0.146312025;0;1.003209071;0.99953969;0;1.006639584;0.998739588;0;0;0.991291334
[1, 0, 0, -1, 0, 0, -1, 1, 0];0;0.448574707;0.951881898;0;0.716549034;0.842956243;0;0;0.14045893;0;0.353763152;0.6459442;0;0.863174635;0.424719472;0;0;0.169798739
[-1, 0, 0, 1, 0, 0, 1, -1, 0];0;0.220256802;-0.153785262;0;0.824341755;0.355896182;0;0;-0.19189907;0;0.206760539;0.028726995;0;0.670421692;-0.032059707;0;0;-0.327713155
[-1, 0, 0, 1, 0, 0, -1, 1, 0];0;0.223577786;0.472301247;0;0.648389081;-0.03216619;0;0;-0.082528352;0;0.023425369;0.28547082;0;0.611659566;0.179709727;0;0;-0.164030899
[-1, 0, 0, -1, 0, 0, 1, 1, 0];0;0.670778835;0.585855746;0;1.104572719;0.047427142;0;0;1;0;0.999313347;0.998777064;0;1.006837734;1.001986064;0;0;1
[1, 0, 0, 1, 0, -1, 0, 0, -1];0;0.344966426;0.961337673;0;-0.599738395;0;1;-0.087993909;0;0;0.017443797;0.788019236;0;-0.516990248;0;0.999859214;-0.011750505;0
[1, 0, 0, -1, 0, 1, 0, 0, -1];0;0.882402744;0.89948338;0;0.173740844;0;0.41263321;0.310738885;0;0;0.532141125;0.505211831;0;0.202009616;0;0.311833268;0.335431894;0
[1, 0, 0, -1, 0, -1, 0, 0, 1];0;0.787162674;-0.256297182;0;1;0;0.446330124;-0.254660324;0;0;0.173445542;0.134218784;0;0.999659684;0;0.120641418;-0.024974492;0
[-1, 0, 0, 1, 0, 1, 0, 0, -1];0;-0.012994126;-0.419266329;0;1;0;-0.512170357;0.252893093;0;0;-0.305052852;-0.278275912;0;0.999816362;0;-0.363824399;-0.347868326;0
[-1, 0, 0, 1, 0, -1, 0, 0, 1];0;0.445314471;0.25494634;0;0.515558548;0;0.795607304;0.45205033;0;0;0.323201341;0.350196335;0;0.079347082;0;0.599629545;0.545093586;0
[-1, 0, 0, -1, 0, 1, 0, 0, 1];0;0.47905226;1;0;-0.248268539;0;0.551073737;0.053047864;0;0;-0.137471996;0.999577627;0;-0.358929168;0;0.712010697;-0.130740913;0
[1, 0, 0, 1, 0, -1, 0, -1, 0];0;1.078205825;1.0030578;0;0.349810948;0;1;0;1.071770312;0;1.001713052;1.005548272;0;0.997702972;0;1;0;1.006091353
[1, 0, 0, -1, 0, 1, 0, -1, 0];0;0.238480302;0.947637262;0;0.837884255;0;0.383590577;0;1.032867583;0;0.410951869;0.650520334;0;0.599833273;0;0.294452569;0;0.692831389
[1, 0, 0, -1, 0, -1, 0, 1, 0];0;0.285217628;-0.139657914;0;0.754311109;0;-0.197868938;0;-0.028475524;0;-0.049562178;0.0858137;0;0.912249891;0;-0.315565831;0;0.161981495
[-1, 0, 0, 1, 0, 1, 0, -1, 0];0;0.517931971;0.659814198;0;1;0;-0.153998312;0;0.156317088;0;0.321024032;0.355984604;0;0.999243818;0;-0.092362811;0;0.575522244
[-1, 0, 0, 1, 0, -1, 0, 1, 0];0;0.274450749;0.247136291;0;-0.180738682;0;0.144183884;0;0.452096121;0;0.268741737;0.372728795;0;0.238961238;0;0.154152789;0;0.55884466
[-1, 0, 0, -1, 0, 1, 0, 1, 0];0;-0.312029024;-0.32400247;0;-0.236098266;0;0.803684624;0;-0.110896643;0;-0.27098677;-0.245385706;0;-0.300888429;0;0.587640061;0;-0.008672842
[1, 0, 0, 1, 0, -1, -1, 0, 0];0;0.048963537;0.601975974;0;0.498472193;0;0;0.322249257;0.770562824;0;0.030439138;0.535145653;0;0.040142124;0;0;0.055793054;0.433648599
[1, 0, 0, -1, 0, 1, -1, 0, 0];0;0.638392628;0.387798508;0;0.388433283;0;0;0.457253427;0.751874202;0;0.463521102;0.660804534;0;0.468739377;0;0;0.384459207;0.743974603
[1, 0, 0, -1, 0, -1, 1, 0, 0];0;-0.247345951;-0.08473847;0;1.109957996;0;0;0.22659643;-0.071729138;0;-0.337168988;0.076636164;0;0.634961353;0;0;-0.250390401;0.07369892
[-1, 0, 0, 1, 0, 1, -1, 0, 0];0;0.971119937;-0.109625945;0;1;0;0;0.154945272;0.851570859;0;0.033949527;0.451848818;0;0.999313099;0;0;0.186019535;0.495661294
[-1, 0, 0, 1, 0, -1, 1, 0, 0];0;-0.351590923;0.390978856;0;0.149330083;0;0;0.559301856;0.526191556;0;-0.05626974;0.553641401;0;0.149804255;0;0;0.168497267;0.555998235
[-1, 0, 0, -1, 0, 1, 1, 0, 0];0;0.478748909;0.760278748;0;0.673957072;0;0;0.664612112;0.976092012;0;0.59466442;0.61095806;0;0.525839001;0;0;0.539279261;0.669354523
[1, 0, 0, 1, -1, 0, 0, 0, -1];0;0.314212947;0.609043386;0;0;0.459113988;1;0.500896426;0;0;0.372427787;0.531315013;0;0;-0.294841484;0.999130116;0.293339579;0
[1, 0, 0, -1, 1, 0, 0, 0, -1];0;0.539911916;0.934572189;0;0;0.411229394;0.309422248;0.805420492;0;0;0.560324439;0.736910443;0;0;0.083230508;0.231617764;0.581959167;0
[1, 0, 0, -1, -1, 0, 0, 0, 1];0;0.114079698;-0.42505215;0;0;0.610481817;-0.45035234;0.466598302;0;0;-0.406573515;-0.187538736;0;0;0.270431362;-0.32173563;-0.25935145;0
[-1, 0, 0, 1, 1, 0, 0, 0, -1];0;1.086985635;0.64608261;0;0;1;0.608756959;0.802445026;0;0;0.663016862;0.896450888;0;0;0.999361055;0.45443607;0.625529701;0
[-1, 0, 0, 1, -1, 0, 0, 0, 1];0;0.609256106;0.847099845;0;0;0.182468544;0.469811243;0.856884347;0;0;0.208929056;0.520297122;0;0;-0.060523588;0.139600091;0.259805541;0
[-1, 0, 0, -1, 1, 0, 0, 0, 1];0;0.181121579;0.457673128;0;0;-0.185177143;0.741249067;0.090240757;0;0;-1.2;-1.2;0;0;-1.2;0.570242182;-1.2;0
[1, 0, 0, 1, -1, 0, 0, -1, 0];0;0.287025688;-0.239880613;0;0;-0.518020158;1;0;0.320241503;0;0.457519024;-0.153973053;0;0;-0.60371423;0.999666799;0;-0.31024381
[1, 0, 0, -1, 1, 0, 0, -1, 0];0;0.804116289;1.103312036;0;0;0.595832006;1.033488537;0;1;0;0.721518282;0.817042212;0;0;0.500534457;0.907413075;0;0.999834702
[1, 0, 0, -1, -1, 0, 0, 1, 0];0;-0.388844355;0.251317415;0;0;0.104346804;0.05399592;0;-0.029341931;0;-1.2;-1.2;0;0;-0.498313988;-1.2;0;-1.2
[-1, 0, 0, 1, 1, 0, 0, -1, 0];0;0.70816144;0.841251789;0;0;1;0.886101336;0;0.455658359;0;0.620857125;0.717840322;0;0;0.999583183;0.747673911;0;0.555210277
[-1, 0, 0, 1, -1, 0, 0, 1, 0];0;-0.442225135;-0.564165459;0;0;-0.480972815;0.071692366;0;0.761531898;0;-0.597713746;-0.190349037;0;0;-0.803307405;-0.250364488;0;0.299500049
[-1, 0, 0, -1, 1, 0, 0, 1, 0];0;1;0.153204594;0;0;0.546574489;0.686487273;0;0.142125844;0;0.999681126;0.118636696;0;0;-0.251411173;0.958393838;0;-0.231784702
[1, 0, 0, 1, -1, 0, -1, 0, 0];0;-0.120077824;0.060256553;0;0;-0.838536714;0;-0.468010469;-0.501149283;0;-1.2;-0.998523773;0;0;-1.248;0;-1.2;-1.2
[1, 0, 0, -1, 1, 0, -1, 0, 0];0;1.046152138;0.876122547;0;0;0.621081453;0;1.034308038;1;0;0.880766268;0.656626345;0;0;0.463725057;0;0.92090027;0.999344587
